SUBS_KEY,TARGET,OG_MOU_F4,IC_MOU_F4,OG_CALLS_F4,IC_CALLS_F4,RCHG_AMOUNT_F4,CNT_RCHG_F4,AVG_MBL_F4,IC_OG_RATIO_F4,OG_MOU_F7,IC_MOU_F7,OG_CALLS_F7,IC_CALLS_F7,RCHG_AMOUNT_F7,CNT_RCHG_F7,AVG_MBL_F7,IC_OG_RATIO_F7,OG_MOU_F10,IC_MOU_F10,OG_CALLS_F10,IC_CALLS_F10,RCHG_AMOUNT_F10,CNT_RCHG_F10,AVG_MBL_F10,IC_OG_RATIO_F10,DS_IC_MOU_F4,DS_IC_MOU_F7,DS_IC_MOU_F10,DS_OG_MOU_F4,DS_OG_MOU_F7,DS_OG_MOU_F10,DS_OG_CALLS_F4,DS_OG_CALLS_F7,DS_OG_CALLS_F10,DS_IC_CALLS_F4,DS_IC_CALLS_F7,DS_IC_CALLS_F10,DS_RCHG_MRP_F4,DS_RCHG_MRP_F7,DS_RCHG_MRP_F10,DS_RCHG_MRP_F4_EX1,DS_RCHG_MRP_F7_EX1,DS_RCHG_MRP_F10_EX1,SUBS_ACTIVATION_DT,ACTIVATION_DT,DAY_END_MBL_F4,DAY_END_MBL_F7,DAY_END_MBL_F10,SLP_MBL_F4,SLP_MBL_F7,SLP_MBL_F10,SLP_OGMOU_F4,SLP_OGMOU_F7,SLP_OGMOU_F10,SLP_ICMOU_F4,SLP_ICMOU_F7,SLP_ICMOU_F10,SD_MBL_F4,SD_MBL_F7,SD_MBL_F10,SD_OGMOU_F4,SD_OGMOU_F7,SD_OGMOU_F10,SD_ICMOU_F4,SD_ICMOU_F7,SD_ICMOU_F10,MAX_MBL_F4_EX1,MAX_MBL_F7_EX1,MAX_MBL_F10_EX1,MAX_MBL_F4,MAX_MBL_F7,MAX_MBL_F10,MAX_MRP_HIGH_AMT_F4,MAX_MRP_HIGH_AMT_F7,MAX_MRP_HIGH_AMT_F10,CNT_VLR_INS_F4,CNT_VLR_INS_F7,CNT_VLR_INS_F10,CNT_STD_INS_F4,CNT_STD_INS_F7,CNT_STD_INS_F10,CNT_STD_OG_INS_F4,CNT_STD_OG_INS_F7,CNT_STD_OG_INS_F10,CNT_STD_IC_INS_F4,CNT_STD_IC_INS_F7,CNT_STD_IC_INS_F10,CNT_ROAM_INS_F4,CNT_ROAM_INS_F7,CNT_ROAM_INS_F10,CNT_SMS_INS_F4,CNT_SMS_INS_F7,CNT_SMS_INS_F10,CNT_DEC_INS_F4,CNT_DEC_INS_F7,CNT_DEC_INS_F10,AVG_NIG_USG_F4,AVG_NIG_USG_F7,AVG_NIG_USG_F10,AVG_STD_USG_F4,AVG_STD_USG_F7,AVG_STD_USG_F10,DND,DND_INFO,CHG_IC_MOU_L5_F5,USAGE_SPREAD,SUM_RCHG_MRP_L10,TARGET_21_30
623596141,0,18.92,0,3,0,105,3,64.85,0,32.93,0,8,0,105,3,62.18,0,97.73,20.93,26,13,105,3,55.26,0.21,19,19,7,2,2,2,2,2,2,19,19,7,0,0,0,19,19,19,41701,3,61.7,56.16,33.46,-2.52,-1.92,-3.78,1.89,0.47,2.11,0,0,0.77,3.64,4.38,12.4,9.46,7.18,13.83,0,0,4.43,68,68,68,68,68,68,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0.16,105,0
623596142,0,7.72,1.6,12,4,58,1,34.08,0.21,7.72,7.73,12,14,128,2,25.99,1,21.47,25.4,36,32,128,2,29.82,1.18,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,19,5,5,41701,3,0.2,45.2,34.1,-26.73,-7.21,-0.92,0.86,-0.26,0.42,0.34,0.41,0.63,38.04,32.41,27.24,1.63,1.55,2.58,0.47,1.45,3.58,66,66,66,68,68,68,58,70,70,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,7.96,0.2,128,0
623596143,0,50.23,1,12,3,58,1,53.59,0.02,59.4,8.43,14,6,58,1,50.21,0.14,64.82,19.43,15,7,58,1,47.35,0.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,47.05,43.05,40.65,-6.35,-2.96,-2.22,-2.71,-2.19,-1.66,0.19,0.63,0.39,9.69,8.15,8.1,21.04,16.01,13.55,0.34,1.99,3.61,49.95,49.95,49.95,68,68,68,58,58,58,3,6,9,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0.34,29,1,4.44,0.14,58,0
623596146,0,65.7,14.68,21,5,58,1,51.75,0.22,116,20.02,37,13,58,1,39.97,0.17,137.08,22.68,59,18,58,1,29.72,0.17,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,36.9,14,1.5,-10.24,-8.44,-7.31,5.57,1.79,-0.63,1.36,-0.1,-0.26,13.23,18.36,22.38,11.11,10.04,9.46,4.3,3.25,2.87,56.4,56.4,56.4,67.6,67.6,67.6,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,-0.54,0.26,58,0
623596147,0,2.15,0.45,2,1,58,1,66.83,0.21,14.7,5.7,17,12,58,1,64.07,0.39,14.7,14.85,17,21,58,1,61.83,1.01,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,19,19,19,41701,3,64.9,56.6,56.6,-1.09,-1.83,-1.57,0.21,1.09,0.1,0.05,0.34,0.46,1.49,4.14,4.95,1.07,3,2.65,0.23,0.9,2.12,68,68,68,68,68,68,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,5,0,0,0,0,0,0,0,0,4.1,0.12,58,0
623596148,0,6.77,0.35,5,1,125,1,34.1,0.05,28.47,0.35,12,1,125,1,31.26,0.01,33.92,0.35,15,1,125,1,25.87,0.01,2,2,2,3,3,3,3,3,3,2,2,2,0,0,0,19,19,19,41701,3,31.4,22.8,18.3,-1.08,-1.91,-2.75,2.03,2.03,0.36,0.04,-0.01,-0.01,1.8,4.49,10.26,3.38,5.41,4.61,0.18,0.13,0.11,35,35,35,35,35,35,125,125,125,4,7,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,-1,0.14,125,0
623596149,0,68.78,14.03,40,15,58,1,47.8,0.2,114.98,26.72,108,33,58,1,32.8,0.23,117.73,27.58,111,35,58,1,23.02,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,32.6,1.8,0.2,-9.02,-9.9,-7.51,1.84,0.22,-1.93,-1.59,-0.17,-0.52,11.88,21.48,23.57,7.03,5.58,8.8,2.35,2.68,2.78,55.1,55.1,55.1,59.1,59.1,59.1,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,0,-0.35,0.26,58,0
623596168,1,31.1,7.78,20,8,58,1,22.74,0.25,33.22,8.07,24,9,58,1,15.15,0.24,40.03,9.68,27,10,58,1,11.45,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,6.47,5.02,2.12,-14.26,-6.34,-3.75,2.94,-1.07,-0.7,-0.06,-0.4,-0.23,21.23,17.75,15.68,7.61,6.61,5.66,1.37,1.39,1.25,15.3,15.3,15.3,53.98,53.98,53.98,58,58,58,4,7,10,3,4,5,3,4,5,0,0,0,0,0,0,0,0,0,3,4,6,0,0.02,0.01,0,0,0,0,0,-0.76,0.24,58,0
623596192,0,0,0,0,0,48,1,58,999,3.93,1.57,7,4,48,1,57.5,0.4,8.62,2.1,17,5,48,1,56.45,0.24,19,5,5,19,5,5,19,5,5,19,5,5,0,0,0,19,19,19,41701,3,58,55.64,52.83,0,-0.33,-0.59,0,0.36,0.26,0,0.15,0.05,0,0.92,1.97,0,0.96,1.14,0,0.41,0.36,58,58,58,58,58,58,48,48,48,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0.12,48,0
623596196,0,0,2.85,0,2,70,1,37.5,999,7.67,9.85,5,8,70,1,42.74,1.28,9.2,12.72,6,11,70,1,41.26,1.38,2,2,2,19,5,5,19,5,5,2,2,2,2,2,2,1,1,1,41701,3,70,39.6,35.8,25,6,1.37,0,0.55,0.09,0.33,0.49,0.13,37.75,29.29,24.05,0,2.9,2.42,1.27,1.7,1.45,70,70,70,70,70,70,70,70,70,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,2.1,0.16,70,0
623596197,0,1.55,0,1,0,247,2,23.79,0,1.55,0,1,0,277,3,20.37,0,2,1.47,2,1,277,3,21.02,0.73,19,19,8,0,0,0,0,0,0,19,19,8,0,0,0,2,2,2,41701,3,0.01,23.71,21.94,-18.02,-4.08,-1.13,-0.47,-0.17,-0.07,0,0,0.06,24.17,19.3,15.8,0.78,0.59,0.49,0,0,0.46,39.61,39.61,39.61,49.03,49.03,49.03,199,199,199,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0.06,277,0
623596198,1,0,0,0,0,0,0,10,999,0,0,0,0,0,0,10,999,0,0,0,0,0,0,10,999,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,41701,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623596199,0,87.53,5.28,37,9,58,1,39.88,0.06,108.75,20.17,58,15,58,1,33.06,0.19,175.4,37.77,85,25,88,2,28.56,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,7,41701,3,30.7,19.6,17.2,-7.67,-5.05,-3.56,-9.31,-4.68,-0.76,0.13,1.15,0.67,10.2,11.38,12.17,12.64,12.14,10.76,1.95,3.84,3.94,43.2,43.2,43.2,52.8,52.8,52.8,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,3.71,0.22,88,0
623596202,1,0.1,2.3,1,2,18,1,18.88,23,6.15,5.77,5,3,18,1,15.15,0.94,6.15,5.77,5,3,18,1,13.58,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,18.88,10.15,9.79,0,-1.87,-1.31,-0.03,0.21,-0.04,-0.69,-0.12,-0.15,0,4.65,4.57,0.05,2.28,1.91,1.15,1.45,1.25,18.88,18.88,18.88,18.88,18.88,18.88,18,18,18,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2.77,0.35,0.35,0,0,0,0,0,-1,0.04,18,1
623596206,0,3.32,61.47,7,18,48,1,55.76,18.53,23.33,173.6,15,25,48,1,52.91,7.44,23.7,193.1,16,28,48,1,49.81,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,54.99,42.98,41.76,-0.51,-1.84,-1.96,-0.65,1.52,0.11,-8.39,3.84,-1.14,0.7,4.72,6.32,1.31,5.59,4.82,15.52,19.72,18.56,56.35,56.35,56.35,56.35,56.35,56.35,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,6.04,3.45,3.81,0,0,0,29,1,0.42,0.38,48,0
623596213,0,0.72,0,1,0,58,1,67.7,0,0.72,0,1,0,58,1,67.7,0,15.15,9.55,16,14,58,1,66.74,0.63,19,19,7,0,0,0,0,0,0,19,19,7,0,0,0,19,19,19,41701,3,67.7,67.7,58.1,0,0,-0.52,-0.21,-0.08,0.75,0,0,0.5,0,0,3.04,0.36,0.27,4.54,0,0,2.63,67.7,67.7,67.7,67.7,67.7,67.7,58,58,58,4,5,8,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,1,1,2,0,0,0.07,0,0,0.29,0,0,0,0.12,58,0
623596214,0,656.08,12.72,85,13,248,4,29.6,0.02,817.8,16.22,109,17,388,6,45.61,0.02,1203.12,55.68,156,24,528,8,45.12,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41701,3,0.1,79.6,76.65,1.2,8.56,3.45,-1.98,-20.02,-6.35,0.88,-0.25,1.17,34.37,32.55,30.41,25.83,69.36,60.5,2.12,2.02,8.95,65.2,79.6,79.6,65.2,79.6,79.6,70,70,70,4,7,10,4,6,9,4,6,9,4,5,7,0,0,0,0,0,0,4,6,9,0,0,0,0.74,0.67,0.66,0,0,2.38,0.4,528,0
623596228,0,6.15,0.02,12,1,58,1,39.01,0,8.28,0.15,20,2,58,1,35.6,0.02,13.42,0.48,33,3,58,1,29.22,0.04,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,32.74,29.46,8.52,-6.62,-2.98,-3.9,0.54,-0.03,0.08,0,0.01,0.01,10.14,8.37,12.91,1.29,1.11,1.04,0.01,0.05,0.11,35.64,35.64,35.64,54.1,54.1,54.1,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,27.11,0.2,58,1
623596277,0,106.77,0.27,24,1,58,1,47.23,0,134.83,13.52,47,6,58,1,37.54,0.1,153.53,14.93,54,8,58,1,29.73,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,32.2,18.9,10.08,-10.59,-7.1,-5.76,4.57,-2.62,-2.69,-0.08,0.55,0.02,13.79,15.81,18.04,13.6,13.59,13.29,0.13,4.26,3.57,54.4,54.4,54.4,62.6,62.6,62.6,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0.07,0.06,0.05,0,0,0,0,0,-0.73,0.32,58,0
623596293,0,90.93,1.08,14,5,100,1,32.23,0.01,116.8,4.9,28,8,100,1,23.1,0.04,121.3,6.4,32,12,170,2,31.65,0.05,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,41701,3,20.8,7.6,73.2,1.05,-4.7,2.85,16.96,-0.14,-1.93,0.21,0.2,0.06,21.84,19.41,28.12,26.72,21.08,18.75,0.31,0.94,0.83,60,60,75.8,60,60,75.8,100,100,100,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,0,0,0,0,0,0,0,0,-0.25,0.2,170,0
623596327,0,10.75,6.23,8,6,58,1,60.62,0.58,23.97,14.62,18,10,58,1,56.36,0.61,71.12,29.93,37,22,58,1,50.1,0.42,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,56.56,49.76,29.46,-3.75,-2.86,-3.83,0.15,0.1,1.53,0.87,0.67,0.61,5.21,6.48,12.22,2.6,3.41,11.28,1.85,2.83,4.51,60.54,60.54,60.54,68,68,68,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,9,0,0,0,0,0,0,0,0,2.28,0.24,58,0
623596332,1,1.78,0.17,3,1,0,0,7.84,0.09,4.65,0.17,9,1,0,0,5.92,0.04,5.43,0.17,10,1,0,0,4.59,0.03,3,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,19,41701,3,5.86,2.42,1.48,-1.09,-1.23,-0.98,0.53,0.19,0,0.05,0,0,1.5,2.68,3.07,0.89,0.7,0.64,0.08,0.06,0.05,8,8,8,9.5,9.5,9.5,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,6,0,0,0,0,0,0,0,0,-1,0.1,0,1
623596333,0,3.57,4.17,9,16,0,0,5.72,1.17,5.05,4.17,13,16,0,0,3.77,0.83,5.78,4.38,14,17,10,1,3.1,0.76,1,1,1,1,1,1,1,1,1,1,1,1,19,19,7,19,19,6,41701,3,2.22,0.44,0.96,-1.88,-1.36,-0.76,0.6,0.03,-0.04,1.04,-0.04,-0.08,2.6,3.07,2.74,1.14,0.84,0.75,1.76,1.36,1.14,6.08,6.08,6.08,8.5,8.5,8.5,0,0,10,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,7,0,0,0,0,0,0,0,0,-0.95,0.12,10,1
623596362,0,12.9,3.87,5,4,173,2,0.26,0.3,12.9,3.87,5,4,173,2,0.26,0.3,12.9,3.87,5,4,173,2,0.26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,0.26,0.26,0.26,0,0,0,-3.87,-1.38,-0.7,-0.9,-0.37,-0.19,0,0,0,6.45,4.88,4.08,1.22,1.01,0.87,0.26,0.26,0.26,0.26,0.26,0.26,155,155,155,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0.04,173,0
623596363,0,0,363.82,0,61,58,1,67.25,999,0,544.58,8,106,58,1,64.04,999,0,679.7,10,127,58,1,61.94,999,0,0,0,19,19,19,19,4,4,0,0,0,0,0,0,19,19,19,41701,3,67,57.8,56.1,-0.3,-1.86,-1.54,0,0,0,11.26,-5.96,-6.26,0.5,4.41,4.96,0,0,0,48.95,43.62,40.67,67,67,67,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,-0.53,0.4,58,0
623596367,0,5.12,1.13,7,3,58,1,65.52,0.22,20.35,1.13,17,3,58,1,63.16,0.06,33.47,4.6,28,4,58,1,59.03,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,63.78,56.08,49.28,-1.14,-1.61,-2.3,0.16,1.14,0.42,-0.23,-0.1,0.09,1.47,3.69,7.29,0.93,3.98,4.64,0.33,0.28,1.08,66.1,66.1,66.1,67.2,67.2,67.2,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,2.06,0.18,58,0
623596378,0,8.65,9.68,12,11,58,1,64.73,1.12,10.93,12.07,17,17,58,1,63.3,1.1,19.03,18.47,30,25,58,1,61.14,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,62.4,60.6,54.7,-1.49,-1.03,-1.3,0.45,-0.21,0.02,-0.17,-0.38,-0.03,1.95,2.29,4.02,1.2,1.14,1.46,2.58,2.05,1.94,65.9,65.9,65.9,66.7,66.7,66.7,58,58,58,4,7,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0.2,29,1,-0.19,0.2,58,0
623596390,1,0,0,0,0,58,1,66.5,999,0,0,0,0,58,1,66.5,999,0,0,0,0,58,1,66.5,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,66.5,66.5,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,66.5,66.5,66.5,66.5,66.5,58,58,58,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,58,1
623596404,1,0,0,0,0,0,0,10,999,6,0.17,1,1,0,0,6.07,0.03,6,0.17,1,1,0,0,4.26,0.03,19,5,5,19,5,5,19,5,5,19,5,5,19,19,19,19,19,19,41701,3,10,0.04,0.04,0,-2.05,-1.46,0,0.43,0.04,0,0.01,0,0,4.96,4.99,0,2.27,1.9,0,0.06,0.05,10,10,10,10,10,10,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0.02,0,1
623596405,0,0,0,0,0,176,2,7,999,0,0,0,0,176,2,5.93,999,2.57,4.08,4,5,176,2,5.18,1.59,19,19,8,19,19,7,19,19,7,19,19,8,0,0,0,19,19,19,41701,3,4.5,4.5,3.1,-1.4,-0.79,-0.6,0,0,0.1,0,0,0.19,1.91,1.9,1.98,0,0,0.56,0,0,0.9,8.5,8.5,8.5,8.5,8.5,8.5,175,175,175,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0.06,176,0
623596430,0,41.63,1.12,32,3,48,1,38.45,0.03,58.32,2.18,40,5,48,1,34.42,0.04,77.17,2.38,51,6,48,1,28.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,33.02,23.01,8.7,-5.31,-3.32,-3.95,-5.26,-1.5,-0.77,-0.23,0.01,-0.03,7.41,7.88,12.47,7.47,7.15,6.89,0.32,0.42,0.37,39.02,39.02,39.02,48.72,48.72,48.72,48,48,48,4,7,10,0,2,3,0,2,3,0,1,2,0,0,0,0,0,0,3,5,8,0.05,0.1,0.25,0,0.03,0.03,0,0,0.13,0.26,48,0
623596431,1,0,0,0,0,0,0,10,999,0,0,0,0,0,0,10,999,0,0,0,0,0,0,10,999,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,41701,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
623596445,0,6.68,0,5,0,20,1,9.45,0,9.45,0,7,0,20,1,7.39,0,11.72,0.68,10,2,20,1,6.27,0.06,19,19,7,3,3,3,3,3,3,19,19,7,3,3,3,2,2,2,41701,3,7.78,4.46,3.04,-0.67,-1.16,-0.88,2,0.12,-0.02,0,0,0.02,1.11,2.68,2.86,3.34,2.53,2.11,0,0,0.18,10,10,10,10,10,10,20,20,20,4,7,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0.12,20,1
623596447,0,14.17,9.6,8,6,549,1,592.75,0.68,32.33,9.6,16,9,549,1,578.19,0.3,104.97,23.45,35,22,549,1,547.12,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,578.62,547.37,439.12,-8.9,-9.49,-17.17,0.49,0.66,2.62,0.44,-0.44,0.27,11.52,20.7,54.97,1.78,3.55,12.98,3.61,2.85,4.7,597.37,597.37,597.37,605.62,605.62,605.62,549,549,549,4,7,10,4,7,10,0,0,0,4,7,10,3,3,4,0,0,0,4,7,10,0,0,0,0.81,0.47,0.37,29,1,0.44,0.02,549,0
623596448,0,2.17,0,2,0,58,1,67.1,0,61.5,1.97,27,5,58,1,60.93,0.03,247.35,8.1,92,12,128,2,53.69,0.03,19,5,5,0,0,0,0,0,0,19,5,5,0,0,0,19,19,6,41701,3,67.1,39.7,22.55,0,-4.06,-4.79,-0.65,4.92,7.07,0,0.18,0.25,0,11.06,16.13,1.08,14.48,42.66,0,0.49,1.17,67.1,67.1,67.1,67.1,67.1,67.1,58,58,70,4,6,9,0,2,4,0,2,4,0,1,2,0,0,0,0,0,0,1,3,6,0,0,0,0,0.01,0.14,0,0,0,0.18,128,0
623596449,0,0,0,0,0,0,0,10,999,0,0,0,0,0,0,10,999,0,0,0,0,0,0,10,999,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,41701,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
623596461,0,94.78,0.38,30,3,101,3,45.61,0,185.87,2.75,57,8,141,5,34.65,0.01,227.6,10.63,75,10,171,6,32.13,0.05,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,5,5,41701,3,27.1,21.61,28.19,-13.77,-8,-3.65,-0.74,3.72,-0.28,0,0.18,0.25,18.1,18.89,16.42,7.55,21.9,19.21,0.12,0.53,2.44,48.15,48.15,48.15,69.5,69.5,69.5,54,54,54,4,7,10,4,7,9,4,7,9,1,2,2,0,0,0,2,2,2,4,7,10,0,0,0,0.01,0.02,0.01,0,0,20.79,0.22,171,0
623596462,0,0,0,0,0,13,1,10,999,0,0.37,0,1,13,1,10,999,1.25,0.37,2,1,13,1,9.82,0.29,19,4,4,19,19,7,19,19,7,19,4,4,0,0,0,19,19,19,41701,3,10,10,9.4,0,0,-0.08,0,0,0.04,0,0.01,0,0,0,0.29,0,0,0.4,0,0.14,0.12,10,10,10,10,10,10,13,13,13,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0.02,13,1
623596472,0,46.75,2.07,6,1,58,1,56.24,0.04,76.6,2.6,19,2,58,1,51.36,0.03,81.65,6.05,23,6,58,1,46.55,0.07,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,50.55,36.95,34.15,-3.82,-3.6,-3.29,-1.75,0.14,-1.1,-0.21,-0.09,0.09,5.25,8.21,10.26,10.2,10.02,9.37,1.03,0.77,0.96,60.7,60.7,60.7,60.7,60.7,60.7,58,58,58,4,7,10,4,6,8,3,5,7,1,2,4,0,0,0,0,0,0,3,5,7,0.45,0.28,0.26,0.04,0.04,0.12,0,0,0.93,0.18,58,0
623596477,1,11.12,3.43,10,4,353,4,29.69,0.31,12.47,4.98,12,8,493,6,73.83,0.4,12.47,4.98,12,8,493,6,91.34,0.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,41701,3,1.09,132.19,132.19,-23.21,17.87,13.49,-0.73,-0.68,-0.46,0.8,0.03,-0.08,33.05,59.81,56.39,4.37,3.36,2.88,1.19,0.93,0.83,56.64,133.69,133.69,59.94,133.69,133.69,175,175,175,4,7,10,2,4,4,2,2,2,0,2,2,0,1,1,1,1,1,3,5,5,0,0,0,0,0.2,0.2,0,0,-0.92,0.08,493,1
623596478,0,0,0,0,0,0,0,10,999,3.7,3.55,2,2,30,1,18.89,0.96,11.65,35.62,11,8,30,1,20.76,3.06,19,4,4,19,5,5,19,5,5,19,4,4,19,4,4,19,3,3,41701,3,10,29.26,19.72,0,4.29,2.15,0,0.26,0.43,0,0.21,1.74,0,11.18,9.86,0,1.4,2.29,0,0.91,9.76,10,33.7,33.7,10,33.7,33.7,0,30,30,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,25.4,0.08,30,1
623596480,1,10.6,0,6,0,58,1,63.88,0,185.18,0,29,0,58,1,42.17,0,185.18,0,29,0,58,1,29.55,0,19,19,19,1,1,1,1,1,1,19,19,19,0,0,0,19,19,19,41701,3,60.9,0.1,0.1,-2.61,-12.14,-9.47,0.82,10.11,0.06,0,0,0,3.56,28.03,30.61,4.54,40.67,35.58,0,0,0,65.7,65.7,65.7,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,5,5,0,0.01,0.01,0,0,0,0,0,0,0.12,58,0
623596481,0,0,1.03,0,2,175,1,10,999,0,1.03,0,2,175,1,10,999,0,1.03,0,2,175,1,10,999,0,0,0,19,19,19,19,19,19,0,0,0,0,0,0,19,19,19,41701,3,10,10,10,0,0,0,0,0,0,-0.31,-0.11,-0.06,0,0,0,0,0,0,0.52,0.39,0.33,10,10,10,10,10,10,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.02,175,1
